Player,Games,LP,Region,Platform,Character,Overall,AlexWin,AlexGames,BirdieWin,BirdieGames,CammyWin,CammyGames,ChunWin,ChunGames,ClawWin,ClawGames,DhalsimWin,DhalsimGames,DictatorWin, DictatorGames,FangWin,FangGames,KarinWin,KarinGames,KenWin,KenGames,LauraWin,LauraGames,NashWin,NashGames,NecalliWin,NecalliGames,RMikaWin,RMikaGames,RashidWin,RashidGames,RyuWin,RyuGames,ZangiefWin,ZangiefGames
I-HARA_BUSHINRYU,239,7581,JPN,PSN,Dhalsim,72,100,7,100,11,66,21,62,16,73,23,50,4,72,11,66,3,91,12,78,19,53,15,76,17,90,10,100,7,42,26,77,35,100,2
KingJaeUK,633,6942,OTH,PSN,Birdie,59,90,10,51,27,46,32,37,27,67,31,58,17,56,99,36,11,51,45,34,26,62,48,53,69,70,24,64,28,72,22,79,82,72,33
frieda0914,163,7547,JPN,STEAM,Nash,88,0,0,100,1,100,7,100,4,50,2,80,5,100,4,100,5,100,8,92,13,66,6,77,9,0,1,66,6,100,7,95,20,66,3
KeNt4r0,471,8033,JPN,STEAM,Zangief,79,100,5,84,19,71,35,67,28,57,21,36,11,89,28,88,9,85,41,81,33,91,34,68,50,88,26,82,39,90,21,81,49,86,22
Rampagelex,809,8728,ESP,PSN,Nash,68,85,14,61,39,63,46,52,34,69,49,56,16,54,86,64,17,68,86,75,57,57,47,67,81,64,39,77,35,82,17,80,119,85,27
MBotsu,420,8331,USA,STEAM,Chun Li,74,100,4,80,15,78,28,62,29,83,12,56,16,86,22,69,13,78,38,75,44,70,31,80,30,59,22,56,32,72,11,83,66,85,7
mkt-iwate,914,7641,JPN,PSN,Necalli,73,76,17,83,37,71,78,64,54,69,26,73,30,71,70,70,30,82,67,82,93,71,46,73,105,74,50,75,44,70,48,68,104,80,15
CalzoneFiend,112,7543,USA,STEAM,Dhalsim,78,62,8,100,2,100,3,80,5,66,12,100,1,80,5,0,0,77,9,100,4,83,12,94,17,85,14,75,4,0,4,70,10,100,2
padzeikmr,319,7571,JPN,PSN,Necalli,84,0,0,85,20,81,22,81,22,72,11,83,12,90,22,100,4,86,29,96,26,84,19,78,32,78,23,84,13,77,22,86,38,75,4
nayuitu,102,7601,JPN,PSN,Karin,83,50,4,0,0,85,7,100,1,100,3,80,5,100,2,0,0,80,5,100,6,72,11,90,10,85,7,91,23,75,4,100,6,50,8
BigBluAux,394,6626,USA,PSN,Dhalsim,69,66,21,42,19,80,25,57,19,62,24,52,17,68,35,76,13,79,39,65,26,90,22,72,25,40,22,77,27,53,13,88,35,90,11
ROBINRAMIREZ,326,7539,NLD,STEAM,R. Mika,80,0,0,100,17,75,20,86,15,81,11,77,18,79,24,69,13,89,19,77,31,81,16,70,30,88,18,84,19,66,9,82,47,70,10
IceEffect,373,7290,USA,PSN,Laura,63,73,23,60,23,72,22,68,29,56,23,58,12,76,21,92,13,53,45,73,23,30,13,69,33,55,29,44,18,37,8,67,28,60,10
GXSeguero,106,7735,COL,STEAM,Ken,82,100,3,80,5,77,9,100,1,100,13,83,6,71,7,0,2,100,6,91,12,50,8,60,5,60,5,100,3,71,7,100,11,100,3
Snafoo,192,8132,CAN,STEAM,Fang,75,0,0,88,9,50,2,100,3,60,5,83,6,68,16,0,1,62,8,83,6,72,11,50,6,66,9,100,2,100,4,90,11,100,3
mikesaftig,325,7679,MEX,PSN,Nash,61,68,16,62,24,69,13,57,21,30,13,62,8,68,25,83,6,68,19,48,29,66,15,79,29,44,29,51,29,100,3,76,26,50,12
commander,354,7836,USA,PSN,Dhalsim,86,100,5,93,16,85,27,76,21,81,16,82,17,91,23,66,3,85,21,87,24,93,30,77,27,90,21,84,26,87,8,92,52,87,8
RainbowImpact,237,7506,USA,PSN,R. Mika,86,0,0,81,16,88,17,63,19,81,11,88,9,90,20,100,4,90,10,90,21,83,12,89,19,85,14,83,18,100,5,100,25,60,5
ukitako,239,7617,JPN,PSN,Cammy,65,100,1,60,5,66,18,57,26,45,11,70,10,64,17,0,0,75,28,71,14,53,13,44,25,82,17,72,11,66,15,73,23,100,5
Invasian,280,7556,USA,STEAM,Karin,79,100,1,68,16,100,12,66,9,71,14,72,11,78,19,41,12,87,24,75,20,100,17,86,30,68,19,66,15,78,19,92,26,83,6
BNBBN_1231,151,8433,JPN,PSN,Ken,88,100,2,100,6,88,9,100,10,85,7,88,9,85,20,83,6,60,5,90,10,86,15,83,12,77,9,100,6,100,9,86,15,100,1
Ku-mo-ko,1209,7769,FRA,PSN,Dictator,67,79,29,55,86,76,60,63,57,72,51,50,56,71,126,47,23,73,72,68,98,65,83,73,120,67,79,61,47,63,49,76,142,45,31
WL_ChrisKing,217,7574,USA,PSN,Claw,83,100,4,33,3,54,11,70,10,71,7,91,12,73,15,75,4,89,29,78,14,87,16,93,15,86,15,81,22,100,5,96,28,85,7
a_Z_z_Z_z,101,7544,PRK,STEAM,Ryu,84,100,4,0,0,66,6,40,5,100,3,100,2,85,7,100,4,86,15,100,5,85,7,100,3,100,4,90,11,100,5,68,19,100,1
LaDOSE_Richiro,767,7834,FRA,PSN,Ryu,72,100,9,73,42,65,40,76,43,68,41,37,40,56,76,78,19,75,53,78,51,90,33,64,56,74,50,75,40,79,34,82,94,77,44
Beslem,801,7263,FRA,STEAM,Ryu,67,96,25,59,22,63,52,78,42,35,45,62,27,55,61,71,14,71,81,77,67,66,54,53,54,66,54,82,39,85,28,64,115,85,21
Shermy,254,7543,USA,PSN,Karin,87,100,5,76,13,100,14,92,25,79,24,87,8,77,18,80,15,92,14,80,15,100,12,81,16,100,13,92,13,81,11,93,29,77,9
Amnesia,333,7500,JPN,PSN,Nash,76,80,5,78,14,53,13,76,13,76,13,70,17,73,23,77,9,80,36,75,33,82,28,69,39,71,21,65,20,86,15,90,33,100,1
aiaitomo,336,7981,JPN,PSN,Chun Li,80,100,7,64,14,80,15,78,19,100,10,72,11,78,19,72,11,90,22,84,26,90,20,79,43,73,34,69,26,86,15,79,34,90,10
xAquaSkyx,112,7539,USA,PSN,Ken,77,88,9,75,8,100,5,100,1,100,5,100,4,69,13,80,5,50,4,66,12,100,4,63,11,75,4,62,8,75,4,88,9,83,6
FenTamu5,218,7568,JPN,PSN,Necalli,90,0,0,77,9,83,12,90,10,80,5,100,1,93,16,100,2,93,16,92,25,88,18,92,27,83,12,100,8,82,17,93,33,100,3
Skiller,161,7547,USA,STEAM,Dhalsim,68,100,2,63,11,66,6,63,11,73,15,57,7,70,10,50,2,53,15,68,16,71,14,81,11,60,10,85,7,60,5,76,17,100,2
Phife_dawg,537,7273,USA,PSN,Nash,79,72,22,85,28,68,19,75,28,62,32,81,27,71,42,80,10,87,33,79,39,94,34,75,57,86,30,72,43,82,17,86,50,94,19
801_Strider,434,7799,USA,PSN,Alex,70,78,14,91,12,62,8,68,16,0,3,77,9,66,15,100,10,66,21,73,15,76,13,68,25,20,5,57,14,85,7,68,35,100,1
Warahk86,347,7299,USA,STEAM,Nash,66,0,0,66,9,72,37,52,25,56,16,73,19,60,25,80,5,68,32,55,20,90,21,68,29,66,18,62,16,68,16,59,42,90,11
XxRnVxX,147,7519,USA,STEAM,Claw,74,50,10,83,6,90,10,90,11,53,15,33,3,55,9,100,3,87,8,80,10,66,9,83,6,71,7,62,8,0,0,82,23,100,9
mossmossmoss,249,7513,GBR,STEAM,Dhalsim,70,0,0,50,10,57,7,100,4,90,10,50,8,75,28,100,2,70,27,73,26,38,18,86,22,38,13,64,17,76,13,92,25,100,3
N1soiti,135,7566,JPN,PSN,Necalli,68,0,0,50,6,20,5,77,9,100,3,33,3,40,5,66,3,66,3,83,6,80,5,70,10,77,9,75,4,71,7,80,10,100,2
lim83man,287,7558,KOR,PSN,Ryu,85,0,0,54,11,96,25,85,14,66,9,72,11,78,23,80,10,91,37,89,29,85,21,80,21,85,14,80,10,82,17,93,32,100,3
Fovean_Warrior,223,7726,ITA,PSN,Karin,100,100,9,100,8,100,13,100,15,100,6,100,9,100,17,100,5,100,15,100,16,100,12,100,25,100,4,100,12,100,8,100,47,100,2
oko-chicchi,430,7439,JPN,PSN,Ken,73,92,14,64,14,80,26,44,18,91,24,66,12,81,11,66,9,82,35,94,37,67,34,67,43,75,37,61,39,60,25,76,46,50,6
yeaaahhhh,100,7526,OTH,STEAM,Chun Li,83,100,6,100,5,100,2,91,12,84,13,50,4,100,4,50,2,100,4,81,11,76,13,71,7,83,6,0,0,100,1,66,9,100,1
Citizen,515,7557,GBR,STEAM,Fang,71,88,9,78,32,54,31,84,32,64,39,37,24,70,60,100,5,80,35,71,32,64,31,71,28,65,41,92,27,85,14,73,61,64,14
Shinji840,847,7693,USA,STEAM,Dictator,79,90,10,75,20,66,30,71,28,85,7,92,13,82,23,78,14,84,45,81,22,68,22,86,38,71,14,79,39,75,29,81,53,85,7
SRMstevo,391,7494,USA,PSN,Laura,78,66,3,55,18,80,26,66,18,81,22,81,22,91,35,71,7,67,31,76,26,87,24,87,33,73,23,81,27,90,22,72,43,63,11
Dracaufeu,393,7564,FRA,PSN,Ryu,74,100,5,61,18,70,24,84,19,84,13,70,10,76,47,92,13,65,35,76,30,69,23,56,30,83,24,80,21,50,12,82,56,69,13
JDR512,381,7554,USA,PSN,R. Mika,80,0,0,77,18,90,11,75,12,100,7,100,5,61,13,100,3,74,27,91,12,92,14,77,22,83,6,58,12,50,4,90,22,80,5
OCV_12M_BlitzMan,201,7534,CAN,STEAM,Karin,91,0,0,100,11,91,12,91,12,83,6,100,5,94,17,100,6,76,17,73,15,92,13,96,28,100,16,100,11,100,7,86,15,100,2
NonFatYogurt,174,8111,USA,STEAM,Dhalsim,85,93,15,100,9,88,9,100,5,75,4,70,10,64,14,100,2,83,12,82,17,88,9,75,16,100,5,86,15,80,5,95,21,100,6
_ULTRA_,238,7415,BRA,STEAM,Ryu,79,0,0,90,10,78,19,90,11,70,10,54,22,78,19,71,7,82,17,100,14,96,26,85,20,70,17,88,9,40,5,77,27,80,5
ryo74sf,515,7509,JPN,STEAM,Ken,72,100,9,80,25,70,31,58,50,76,25,66,18,76,39,73,15,73,57,83,36,78,19,70,41,80,36,80,26,52,25,64,50,84,13
hydeBUFFY,709,8483,OTH,STEAM,Cammy,75,100,8,82,29,69,56,55,36,58,29,61,31,64,48,80,15,77,71,83,36,85,47,77,77,80,50,89,46,72,33,75,76,93,16
magiSF,100,7533,JPN,PSN,Cammy,77,85,7,40,5,100,3,75,4,33,3,66,3,0,3,100,1,100,6,80,15,100,11,81,11,62,8,85,7,50,2,87,8,66,3
Shingolex90,136,7738,BRA,STEAM,Necalli,87,100,4,100,8,87,8,100,3,60,10,100,10,83,6,100,9,83,6,92,13,100,6,78,14,91,12,66,6,50,2,91,12,85,7
Estivador,994,7817,BRA,PSN,Ken,76,92,27,67,58,83,36,87,40,72,51,50,54,78,65,58,39,82,91,72,69,92,64,72,97,72,62,70,44,85,20,88,118,80,50
Nim0_o,368,8083,GBR,PSN,Cammy,61,100,7,40,15,41,12,50,18,84,13,52,19,51,43,87,8,58,39,50,20,72,25,48,33,53,15,78,19,58,17,80,41,62,8
UgahUgah,306,6900,DEU,STEAM,Dictator,74,71,21,100,6,66,27,76,17,94,17,70,17,100,4,50,10,65,49,61,31,70,10,90,10,100,6,86,15,86,15,80,46,60,5
BIFU_Slob_Murph,284,7529,USA,STEAM,Necalli,80,85,7,61,13,78,23,84,13,76,13,66,9,88,17,88,9,90,21,68,19,75,29,80,30,84,13,87,16,75,8,84,25,80,15
MrMaloke,579,7405,FRA,STEAM,Nash,74,100,8,65,35,69,39,84,19,73,30,63,19,54,51,68,16,65,43,87,54,81,32,65,63,80,31,68,25,78,28,91,60,80,26
ty_ty045,419,8011,JPN,PSN,Dictator,81,88,25,56,16,91,24,50,16,80,31,90,11,77,22,44,9,86,38,79,43,89,28,77,27,85,35,83,24,93,15,84,45,80,10
-riiya-,247,7495,DEU,STEAM,Chun Li,65,66,3,57,19,55,9,80,10,56,16,40,5,64,25,80,5,73,26,47,17,50,14,76,21,80,15,57,7,71,7,75,29,33,3
PRRog,222,7545,USA,PSN,Necalli,85,0,0,87,8,100,7,66,9,100,2,100,3,71,7,85,7,90,10,100,5,83,12,100,9,57,7,100,4,85,7,80,20,100,3
LifetimeRespect,159,8604,JPN,PSN,Chun Li,90,90,10,81,11,100,10,100,2,60,5,100,5,100,10,100,3,92,13,100,8,91,12,92,26,70,17,100,11,0,1,100,12,100,3
CELESTIAL,205,7524,USA,PSN,Ken,98,100,5,100,7,90,11,100,10,100,4,100,3,100,5,100,2,100,6,100,10,100,3,100,6,100,7,0,1,100,4,100,13,100,6
Ryuyunjin,246,7804,USA,PSN,Ryu,71,57,14,77,18,44,9,80,15,78,14,42,7,78,28,80,5,62,24,91,12,90,11,72,25,72,18,86,15,0,2,57,26,100,3
RnK-xOver,200,7493,FRA,PSN,Fang,86,100,4,66,3,60,5,100,9,100,12,75,8,81,11,100,2,91,12,100,24,76,17,94,17,89,19,66,3,76,17,80,30,71,7
toblipa_sama,169,7517,CHL,PSN,Karin,91,0,0,84,13,100,6,100,12,66,21,86,15,100,10,100,10,100,2,100,10,82,17,100,13,0,0,100,15,80,5,100,18,100,2
NLBjns,271,7482,SWE,PSN,Nash,81,0,0,87,8,71,14,70,10,88,17,79,24,86,23,0,2,82,23,84,13,80,15,69,23,71,21,88,9,100,6,88,42,100,11
icemanHIKARU,248,7512,JPN,PSN,Ryu,75,0,0,66,6,89,28,61,21,80,5,77,9,77,18,61,13,68,19,83,24,81,16,74,31,64,17,76,13,100,7,81,16,60,5
shinphoenix05,168,7283,USA,PSN,Claw,72,62,8,75,8,84,13,69,13,70,17,57,7,100,2,75,4,92,14,61,18,100,3,64,25,80,5,100,5,100,2,66,24,0,0
Youshikibi,250,7491,JPN,PSN,Nash,77,100,3,85,7,95,20,53,13,50,6,77,9,68,19,80,10,82,23,88,17,85,14,57,21,73,15,83,12,72,18,83,36,85,7
poisonSPK,182,7513,BRA,STEAM,Ryu,82,84,25,80,10,100,8,100,4,80,10,85,7,66,6,100,7,92,13,73,15,86,15,50,6,64,14,75,4,80,5,89,19,85,14
JBum163,442,8528,USA,PSN,Zangief,79,81,11,89,29,83,31,73,15,55,18,78,14,88,34,93,16,82,51,71,39,80,30,69,33,77,22,70,24,68,16,83,49,90,10
nextniko,251,7534,GBR,PSN,Nash,85,0,0,62,8,72,18,100,9,100,14,60,15,87,16,83,6,100,11,83,12,92,13,81,11,93,15,83,6,75,4,92,27,83,6
SenorAgni,100,7479,BRA,PSN,Dhalsim,78,100,2,0,0,100,3,100,1,100,3,66,3,54,11,66,3,75,4,88,17,77,9,72,18,71,7,100,2,0,2,93,15,0,0
theGrimReaper01,180,7539,JPN,PSN,Laura,80,72,11,81,11,72,11,60,5,70,10,57,7,88,9,50,2,70,20,71,7,100,12,80,15,100,8,100,8,93,16,82,17,72,11
Sanosuke,347,7796,ARG,STEAM,Ryu,72,100,9,90,11,73,34,66,9,62,16,55,9,56,32,66,12,60,45,84,13,88,17,65,41,83,12,91,34,65,20,83,31,100,2
SimplistiK,411,6715,JPN,PSN,Nash,85,100,1,100,19,95,21,95,24,93,15,66,15,80,46,80,10,88,43,91,37,100,15,71,53,88,18,80,26,76,13,78,42,100,13
ksabot,327,7517,USA,PSN,Chun Li,85,100,6,100,17,100,10,72,25,71,21,85,7,92,25,100,11,69,26,80,30,96,30,83,24,76,17,84,26,100,7,91,36,77,9
galtu01,1119,8394,JPN,STEAM,Dictator,81,68,19,78,37,83,77,76,69,81,53,88,35,80,70,96,27,79,97,78,88,79,84,77,129,86,59,88,60,85,68,91,105,73,42
ShinRukus,392,5961,USA,PSN,Ken,61,45,11,100,14,51,33,69,23,48,35,66,21,83,31,47,17,71,21,57,45,60,20,58,24,66,9,58,31,58,12,59,37,37,8
sobolong,338,7628,JPN,PSN,Claw,65,80,5,46,13,58,24,45,24,66,24,50,10,88,26,77,9,69,26,70,31,52,25,87,31,64,17,77,9,53,15,64,34,60,15
SF5_Broodwiich,160,7659,OTH,PSN,Ryu,84,100,4,60,5,66,6,75,8,75,8,75,4,90,20,66,3,77,9,91,12,100,17,66,9,75,8,90,11,100,3,85,27,100,6
TheOriginal,396,7499,OTH,PSN,Chun Li,81,0,0,75,16,80,10,84,19,85,7,50,4,72,22,100,6,81,16,82,17,73,19,83,24,77,22,78,23,70,10,94,39,100,7
Aftaburn,216,7558,USA,PSN,Ken,75,71,7,84,13,53,15,70,10,71,14,62,8,83,12,100,3,76,26,80,15,92,13,58,12,80,10,81,11,72,11,82,28,75,8
HackerMcCracker,100,7474,USA,STEAM,Birdie,89,88,9,100,5,83,6,85,7,100,3,50,2,100,8,0,0,90,11,100,6,0,0,81,11,77,9,75,8,100,1,100,9,100,5
RememberMe,154,8144,KOR,STEAM,Nash,81,100,9,66,3,81,11,80,5,100,3,75,4,83,6,0,1,88,18,80,21,80,5,89,19,82,17,100,3,70,10,75,16,0,3
KabeKabe,100,7484,JPN,STEAM,Fang,82,0,0,100,1,54,11,100,5,50,2,50,2,87,8,100,3,100,8,100,5,58,12,100,10,100,3,88,9,75,4,80,15,100,2
MFJammy,462,7209,USA,PSN,Cammy,75,87,16,84,25,67,31,79,24,65,23,50,28,67,34,100,13,58,29,69,26,68,35,81,37,81,27,84,33,75,12,88,60,66,9
Damselfly,269,7608,JPN,PSN,Dhalsim,84,100,4,100,5,89,19,90,22,75,8,92,13,85,27,84,13,93,16,86,29,60,15,77,22,86,22,70,10,73,15,90,22,100,6
KUJIKARASU-TARO,324,7599,JPN,PSN,Ken,71,100,2,71,7,70,24,73,19,63,19,100,4,66,21,72,11,72,36,89,28,61,21,47,23,71,14,63,22,69,13,78,42,92,14
ANBU_Znice,138,7521,USA,PSN,R. Mika,76,37,8,90,10,100,9,80,5,83,6,100,3,78,14,77,9,66,6,70,10,66,3,80,5,44,9,77,9,100,2,81,22,75,8
Madjestik,104,7481,FRA,PSN,Chun Li,83,50,4,0,0,90,11,90,11,0,0,0,0,100,8,100,3,78,14,61,13,0,0,71,7,85,7,85,7,88,9,100,8,100,2
cry_plus,481,7979,USA,PSN,Nash,76,77,18,65,38,75,24,56,16,75,28,71,14,85,28,85,7,79,29,85,42,93,33,68,44,59,32,83,53,85,7,81,60,62,8
OwlHoHo,304,7511,JPN,STEAM,Cammy,78,0,0,78,14,77,22,71,14,73,15,73,15,83,18,85,7,83,30,92,28,90,21,80,31,83,24,86,15,57,19,70,24,42,7
SPAMMERRR,215,7469,AUS,PSN,Nash,75,100,7,66,6,100,5,50,4,42,7,50,2,66,12,100,1,76,17,72,25,20,5,72,25,75,8,66,9,66,9,96,29,100,11
kongtrex,100,7479,KOR,STEAM,Dictator,81,80,5,66,3,87,8,80,5,0,0,66,3,69,13,83,6,66,9,100,4,78,14,66,3,66,6,100,7,100,2,100,10,100,2
RybackRN,347,7649,USA,PSN,Nash,84,0,0,92,13,81,16,71,28,80,15,72,25,95,42,42,7,88,27,84,19,89,37,92,26,75,20,93,15,100,11,82,35,88,9
Alexis2904,354,7478,BRA,PSN,Fang,80,0,0,66,15,75,16,86,15,85,14,72,22,85,42,40,5,94,17,83,37,77,22,88,42,74,27,68,19,69,13,90,32,75,16
Cowabunga,100,7508,FRA,STEAM,R. Mika,81,90,10,62,8,80,5,80,5,100,3,66,6,91,12,0,0,66,9,83,6,100,1,100,5,50,4,100,2,0,0,80,20,100,4
KSHATRIYA,314,7674,JPN,STEAM,Dhalsim,78,80,5,100,12,81,16,80,10,85,7,66,3,80,10,42,7,100,10,79,29,66,6,71,21,88,9,75,8,84,19,68,32,66,3
MK-TimsaH,209,7851,TUR,STEAM,Nash,69,80,10,54,11,62,8,55,9,90,11,55,9,58,17,54,11,76,17,69,13,28,7,75,24,100,6,85,14,83,6,67,28,75,8
hatabou1990,470,7478,JPN,PSN,Dictator,81,0,0,92,14,76,30,81,32,83,12,100,11,90,31,55,9,83,43,81,48,78,19,80,45,82,47,69,26,65,32,87,62,100,9
rakkan,308,8052,JPN,PSN,Nash,81,100,9,85,14,80,15,70,20,82,17,80,10,60,20,50,10,100,25,86,22,50,10,83,30,87,24,86,15,75,12,87,39,85,14
Soriku16,495,8249,USA,PSN,Chun Li,73,72,11,68,38,81,37,70,30,55,20,60,15,78,38,57,14,75,53,79,29,73,34,77,44,77,27,60,28,60,15,78,47,85,14
NTT-_-,291,7527,JPN,PSN,Chun Li,63,100,2,75,8,54,24,66,12,64,14,50,12,70,24,57,7,88,25,50,16,77,22,41,31,68,22,62,16,29,17,85,28,33,3
MossHD,184,7850,USA,STEAM,Cammy,80,100,7,77,9,92,13,50,6,80,10,54,11,90,10,0,0,88,18,70,10,86,23,75,4,76,13,60,20,100,3,92,26,100,1
BakedGod420,100,7495,USA,PSN,Birdie,81,78,14,100,3,90,11,100,2,100,8,100,1,20,5,0,0,50,6,83,6,72,11,85,7,77,9,100,4,100,1,90,10,100,2
Negrete,440,7550,BRA,PSN,R. Mika,69,100,1,57,21,50,16,75,8,100,14,63,19,74,39,60,10,82,41,59,37,65,32,70,67,66,39,100,7,62,8,72,61,60,20
rng505,419,7576,JPN,PSN,Ryu,63,100,2,47,23,48,29,60,33,82,17,57,14,54,22,90,10,64,17,63,33,78,33,34,55,82,23,93,15,76,30,70,44,52,19
SF5-Save,481,7638,KOR,PSN,Dhalsim,68,83,6,77,18,77,31,88,27,50,18,40,20,57,33,75,4,77,40,65,46,51,29,61,49,65,26,72,33,62,24,80,66,72,11
Doctor-Gameneo,120,7719,USA,PSN,Fang,85,100,3,100,12,66,6,100,2,83,6,61,13,100,8,100,1,77,9,100,13,100,5,83,6,55,9,80,5,100,2,93,15,80,5
Kim1234,392,7497,JPN,STEAM,Dictator,75,100,5,60,5,70,17,64,17,70,24,90,20,89,19,66,3,82,56,66,30,82,23,80,46,83,37,73,19,66,15,56,46,70,10
Lucius_RnK,237,7463,FRA,PSN,Chun Li,86,100,3,100,7,80,10,85,7,75,8,77,9,76,25,66,3,93,15,100,14,100,7,81,16,83,12,66,12,100,8,100,22,87,8
etanim,1477,8228,JPN,PSN,Chun Li,76,89,46,71,63,73,95,64,94,83,60,66,48,73,121,77,36,81,133,82,122,81,92,69,123,72,106,82,62,69,65,78,176,91,34
sousuk0130,280,7613,JPN,PSN,Claw,62,83,6,66,9,55,9,54,22,78,14,42,14,61,21,66,9,50,16,73,23,75,20,53,30,52,21,66,15,50,8,74,35,37,8
Leeito94,317,7481,ARG,PSN,Dictator,77,94,18,21,14,90,20,83,12,56,23,68,16,80,26,40,5,82,23,100,19,69,26,70,30,75,12,80,10,100,7,90,55,100,1
ThePrincess,131,7541,USA,PSN,Fang,74,78,14,75,4,42,7,0,0,100,3,100,4,85,7,0,0,55,20,100,4,87,8,76,25,71,7,33,3,50,4,88,17,75,4
liquidnuckledu,229,7708,USA,PSN,R. Mika,86,92,14,85,7,0,0,66,9,100,2,85,7,71,7,100,6,85,21,100,5,78,14,85,7,100,14,0,0,100,6,76,13,100,1
Parodox102,313,7502,GBR,STEAM,Ryu,66,100,4,69,13,55,9,63,11,60,15,33,6,54,31,37,8,66,21,66,15,73,19,74,27,61,21,72,11,83,12,74,27,69,13
ShinLad,277,7498,USA,PSN,Cammy,78,100,2,86,23,78,14,58,12,69,13,40,10,77,18,92,13,78,19,87,16,81,22,88,18,81,22,59,22,72,11,86,30,90,11
8inch_tablet,450,7522,JPN,STEAM,Dhalsim,72,100,2,50,18,65,23,70,24,50,16,77,18,74,27,69,13,78,57,70,40,74,27,78,33,78,28,58,31,70,31,82,50,83,12
denkiyasan_1212,132,8025,JPN,PSN,Dictator,90,100,1,100,2,90,10,100,4,100,10,66,3,100,12,83,6,100,14,100,8,70,10,93,15,80,5,66,6,100,7,93,15,75,4
BigGods-Cabeca,128,7492,BRA,PSN,Ryu,77,100,3,66,9,83,12,0,0,100,4,50,8,20,5,100,1,69,13,84,26,87,8,100,2,60,10,100,1,100,6,85,20,0,0
456_ht,771,7522,JPN,PSN,Birdie,74,50,4,76,38,82,28,61,55,78,32,66,33,80,62,76,30,84,53,71,59,77,61,80,60,67,56,78,60,70,47,71,73,85,20
TENberetta,206,7393,ALB,PSN,Dhalsim,83,0,0,83,6,100,11,93,15,60,10,100,6,86,15,66,6,81,16,87,16,88,17,73,23,87,16,88,17,77,9,69,13,83,6
Flexcy,219,7589,OTH,STEAM,Ken,78,0,1,83,12,58,24,75,8,80,5,60,10,75,16,100,1,88,17,75,12,66,15,80,10,72,11,75,12,83,6,98,52,25,4
pomesama,211,7469,JPN,PSN,Chun Li,74,0,0,100,6,62,16,50,10,66,12,80,5,81,16,83,6,86,23,70,17,78,14,72,18,78,14,55,9,62,16,85,27,100,1
